ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_result,usd_funding_goal,company_address
1179964616ID,THE BUS: Off Broadway & Westboro Baptist Church,Theater,Theater,USD,2011-08-01,50000.0,2011-06-09 03:06:21,50492.06,successful,396,US,62767$ usd,50492.06,50000.0,"Nancy Court, 18865"
690535467ID,Robert Force CD-- Did You?,Country & Folk,Music,USD,2013-03-24,3000.0,2013-02-07 18:47:35,3416.0,successful,77,US,91550$ usd,3416.0,3000.0,"John Road, 53918"
242104493ID,"The Vampire, the Elf and the Cthulhu",Tabletop Games,Games,EUR,2016-04-30,8000.0,2016-03-31 16:49:27,8117.52,successful,220,IT,76278$ usd,9275.89,9141.6,"Rebecca Fords, 10013"
1582522118ID,The Sticking Place Interactive Documentary,Documentary,Film & Video,USD,2012-01-01,20000.0,2011-11-21 06:16:32,20820.33,successful,150,US,95189$ usd,20820.33,20000.0,"Kemp Walks, 30237"
3936666ID,In Conclusion (Independent Film),Narrative Film,Film & Video,USD,2011-03-29,25000.0,2011-01-14 02:09:45,50.0,failed,1,US,83095$ usd,50.0,25000.0,"Timothy Union, 47143"
795055479ID,Conectaballs Wooden Puzzle Toy,Puzzles,Games,USD,2015-07-29,25000.0,2015-06-29 17:51:55,26580.0,successful,95,US,62459$ usd,26580.0,25000.0,"Jason Run, 34275"
1113656600ID,Help Aspiring Model kickstart her portfolio Support Mashashy,Photography,Photography,GBP,2014-02-12,150.0,2014-01-13 20:27:38,414.0,successful,24,GB,85783$ usd,691.74,250.63,"Adam Extension, 46290"
2036380721ID,War Stories: Modern Military Science Fiction,Fiction,Publishing,USD,2013-11-15,10000.0,2013-10-14 18:00:41,11430.0,successful,357,US,70652$ usd,11430.0,10000.0,"Velez Pines, 33026"
291054410ID,The Galactivation Station Art Installation - Burning Man 2010,Art,Art,USD,2010-08-23,1000.0,2010-08-10 02:35:37,1096.55,successful,27,US,73111$ usd,1096.55,1000.0,"Smith Coves, 19907"
801110890ID,Waiting for Lefty - LA to NY,Theater,Theater,USD,2012-02-10,10000.0,2011-12-12 23:03:25,10764.4,successful,203,US,84096$ usd,10764.4,10000.0,"Dillon Landing, 46323"
1502567107ID,BLACKOUT - A Short Film,Experimental,Film & Video,USD,2017-12-18,1080.0,2017-12-01 19:14:59,1462.0,successful,32,US,67044$ usd,1462.0,1080.0,"Brandi Throughway, 56016"
824395695ID,"Publish the book ""Images of America: Keweenaw County""",Nonfiction,Publishing,USD,2013-03-11,3500.0,2013-02-09 04:55:52,1563.0,failed,50,US,54350$ usd,1563.0,3500.0,"Murphy Expressway, 35624"
1350230218ID,500 Painting Summer (Canceled),Art,Art,USD,2013-03-15,5000.0,2013-02-13 22:08:38,80.0,canceled,2,US,99209$ usd,80.0,5000.0,"Samuel Forest, 84501"
722720917ID,Teach Kids How To Pray,Children's Books,Publishing,USD,2014-08-31,10.0,2014-08-01 02:52:02,0.0,failed,0,US,71185$ usd,0.0,10.0,"Michael Terrace, 35434"
1035813986ID,Warlords & Sellswords- An Army Building Card Game,Tabletop Games,Games,USD,2015-03-21,15000.0,2015-02-18 18:48:33,5671.0,failed,117,US,83315$ usd,5671.0,15000.0,"Mendoza Stream, 17047"
1149574052ID,The Future of TV,Technology,Technology,USD,2015-11-01,65000.0,2015-10-01 17:28:44,6249.0,failed,24,US,98575$ usd,6249.0,65000.0,"Anna Street, 40006"
1820838424ID,The Phantom of the Earth Series,Fiction,Publishing,USD,2015-11-18,2500.0,2015-09-19 15:00:44,157.0,failed,8,US,94980$ usd,157.0,2500.0,"Young Village, 74702"
1566613902ID,"Arjan van Arendonk's - Art-M2 ""Fairytale"" collection",Art,Art,USD,2014-04-10,7500.0,2014-02-19 11:47:33,181.0,failed,2,US,60389$ usd,181.0,7500.0,"Rodriguez Street, 85137"
1286991443ID,Luck of the Ibis ,Theater,Theater,USD,2009-12-06,3000.2,2009-09-16 16:25:57,130.0,failed,5,US,55728$ usd,130.0,3000.2,"Stone Walk, 05473"
1848311445ID,Help a Young Star Wars Fan with Special Needs tell his Story,Children's Books,Publishing,USD,2012-02-08,2000.0,2011-12-10 02:46:50,2253.0,successful,69,US,87594$ usd,2253.0,2000.0,"Rios Orchard, 41341"
233179945ID,YOUTH TODAY,Documentary,Film & Video,AUD,2014-01-30,5000.0,2013-12-31 01:37:11,12.0,failed,3,AU,69158$ usd,10.45,4355.4,"Julie Harbor, 69022"
1213729631ID,"Father, Don't Cry",Nonfiction,Publishing,USD,2017-03-26,10000.0,2017-02-24 19:03:08,270.0,canceled,4,US,66928$ usd,270.0,10000.0,"Vargas Shores, 50338"
2004516393ID,Lonesome No More - 2018 Programming at KVML,Literary Spaces,Publishing,USD,2017-11-15,65000.0,2017-09-24 06:06:26,68173.0,successful,573,US,85748$ usd,68173.0,65000.0,"Geoffrey Springs, 25068"
847229936ID,Nitro Pop - A Frozen Popcorn Dessert by Uncle Pops,Food,Food,USD,2014-09-02,2500.0,2014-08-03 22:39:02,2540.0,successful,49,US,75138$ usd,2540.0,2500.0,"Amy Station, 10274"
518907024ID,Teens Write! (Canceled),Young Adult,Publishing,USD,2015-05-10,1000.0,2015-04-10 22:20:23,25.0,canceled,1,US,60708$ usd,25.0,1000.0,"Maria Ramp, 37882"
1026625473ID,Prints for Paint,Painting,Art,USD,2014-04-09,300.0,2014-03-10 21:08:34,381.0,successful,9,US,62343$ usd,381.0,300.0,"Phillips Courts, 49744"
1406493391ID,RALLY,Documentary,Film & Video,USD,2011-12-16,25000.0,2011-11-16 06:55:37,25737.0,successful,244,US,70825$ usd,25737.0,25000.0,"Taylor Branch, 26291"
334490610ID,"THE DEVICE TRIAL, a novel.",Fiction,Publishing,USD,2016-03-23,7000.0,2016-02-19 19:36:00,2.0,failed,1,US,58581$ usd,2.0,7000.0,"Kristin Rue, 31716"
682624139ID,Icon Comedy Tour,Theater,Theater,USD,2011-04-24,5000.0,2011-03-19 20:01:47,0.0,failed,0,US,60232$ usd,0.0,5000.0,"Scott Green, 48502"
141419900ID,Day in the life of an Up and coming Music artist!,Documentary,Film & Video,USD,2013-06-10,550.0,2013-05-21 23:53:45,166.0,failed,4,US,99160$ usd,166.0,550.0,"Ana Villages, 31670"
1855308999ID,Dad's Cookies,Food,Food,USD,2015-07-02,5000.0,2015-06-17 18:19:35,140.0,failed,4,US,60027$ usd,140.0,5000.0,"Bennett View, 12398"
1000777557ID,Raise funds for the new JonathanGluck and the Wayward Kind album!,Rock,Music,USD,2010-09-19,4000.0,2010-07-30 23:23:15,30.0,failed,2,US,68119$ usd,30.0,4000.0,"Harrington Island, 74650"
1338088362ID,For Colored Girls Who Have Considered Changing the World.,Theater,Theater,USD,2013-03-26,700.0,2013-03-02 16:08:17,0.0,failed,0,US,62748$ usd,0.0,700.0,"Espinoza Forge, 09195"
89334174ID,David Del Tredici - Child Alice,Classical Music,Music,USD,2016-04-30,14800.0,2016-03-16 17:42:44,15971.0,successful,159,US,56228$ usd,15971.0,14800.0,"Anna Radial, 68698"
1120763487ID,"Storm Chasing Series: ""On the Storm"" (Canceled)",Webseries,Film & Video,USD,2013-04-08,200.0,2013-03-09 01:35:55,20.0,canceled,2,US,66200$ usd,20.0,200.0,"Boyd Field, 88656"
1805214384ID,H.E.I.D.I. Trattamento Rifiuti - WasteTreatment,Technology,Technology,EUR,2016-12-31,850000.0,2016-11-16 11:57:22,400.0,failed,4,IT,65336$ usd,423.56,900061.42,"Leon Plaza, 40629"
1600323371ID,Tomorrow: an apocalyptic nightmare,Tabletop Games,Games,USD,2013-01-08,15000.0,2012-12-07 03:43:23,66820.47,successful,758,US,86738$ usd,66820.47,15000.0,"Reed Fields, 50234"
143969978ID,Custom Nerdy Buttons!,Mixed Media,Art,CAD,2016-06-01,1200.0,2016-05-02 16:59:52,126.0,failed,7,CA,71318$ usd,96.3,917.15,"Jamie Dam, 65796"
1994912357ID,EPIC WIN Burlesque Takes On the NYC Fringe Festival,Performance Art,Art,USD,2011-08-06,2000.0,2011-07-10 22:00:14,2161.66,successful,39,US,55065$ usd,2161.66,2000.0,"Kristin Mountain, 08697"
1415255686ID,"Help get ""After Oil"" on bookselves!",Fiction,Publishing,CAD,2013-12-17,5000.0,2013-10-18 17:32:34,0.0,failed,0,CA,50264$ usd,0.0,4676.39,"Gregory Track, 35834"
579309946ID,Het Experiment 2.0,Television,Film & Video,EUR,2017-03-01,1100.0,2017-01-30 10:44:20,0.0,failed,0,NL,73805$ usd,0.0,1162.15,"Peterson Springs, 07455"
1137345387ID,Chick On A Stick,Food,Food,USD,2014-11-17,7000.0,2014-10-03 00:19:50,160.0,failed,4,US,54916$ usd,160.0,7000.0,"Wilson Skyway, 68610"
699206518ID,Mystic SaltWorks LLC,Food,Food,USD,2014-11-20,379.0,2014-11-05 21:20:06,22.0,failed,1,US,72272$ usd,22.0,379.0,"Amanda Station, 41978"
1426618172ID,"""The Sixth Session"" A Provocative new play for New York City",Theater,Theater,USD,2014-03-05,3500.0,2014-02-03 22:05:02,120.0,failed,2,US,62581$ usd,120.0,3500.0,"Michael Drives, 76155"
750956683ID,Cordskinz. No More Tangled Earbuds. (Canceled),Gadgets,Technology,USD,2015-01-13,7000.0,2014-12-23 19:41:43,276.0,canceled,25,US,64972$ usd,276.0,7000.0,"Diana Inlet, 37990"
1889440086ID,Crayons Go Berserk,Games,Games,USD,2015-11-03,1800.0,2015-10-12 17:15:39,1836.0,successful,41,US,55635$ usd,1836.0,1800.0,"Colon Shores, 28006"
1755569131ID,A New Short Film from Hamme Productions,Shorts,Film & Video,USD,2011-02-27,3000.0,2011-01-28 16:46:24,6.0,failed,2,US,95200$ usd,6.0,3000.0,"Johnson Underpass, 36572"
1553597272ID,ChargeBand,Wearables,Technology,USD,2015-06-06,10000.0,2015-04-07 02:37:24,50.0,failed,1,US,63704$ usd,50.0,10000.0,"Mejia Views, 05263"
663868583ID,Greg Ward's Fitted Shards' New Recording Campaign,World Music,Music,USD,2014-12-19,12000.0,2014-11-19 16:17:51,3326.0,failed,54,US,97876$ usd,3326.0,12000.0,"Pamela Pines, 92339"
553631313ID,INYA: A New Short Film,Shorts,Film & Video,USD,2016-05-24,4000.0,2016-05-03 16:00:41,4665.0,successful,53,US,88235$ usd,4665.0,4000.0,"Waller Well, 28825"
830211969ID,Getting the Demo Done,Country & Folk,Music,USD,2015-09-27,2500.0,2015-07-29 23:33:49,75.0,failed,1,US,92791$ usd,75.0,2500.0,"Andrew Mills, 18716"
1620175366ID,Help support independent and progressive media,Journalism,Journalism,USD,2014-12-19,1500.0,2014-11-19 02:00:34,163.0,failed,6,US,90980$ usd,163.0,1500.0,"Marie Trafficway, 89727"
542294053ID,Initial Production of 100% Bamboo Luxury Woven Shirts,Fashion,Fashion,USD,2013-11-25,24000.0,2013-10-16 20:11:51,3879.0,failed,19,US,94629$ usd,3879.0,24000.0,"Christopher Springs, 21872"
1072577099ID,Rogue Wizards RPG - Fantasy Roguelike Role Playing Game,Video Games,Games,USD,2014-11-12,70000.0,2014-10-06 10:27:06,74739.02,successful,1429,US,56894$ usd,74739.02,70000.0,"Lisa Lodge, 38922"
1615708387ID,Kirk Lindo's VAMPRESS LUXURA: Sketch Card Gallery Art Book,Comics,Comics,USD,2017-02-03,99.0,2017-01-20 18:26:31,1300.0,successful,38,US,97099$ usd,1300.0,99.0,"Pierce Manor, 98044"
1658616548ID,5 Minutes Till Sex,Nonfiction,Publishing,USD,2014-08-31,15918.0,2014-08-21 04:03:06,154.0,failed,3,US,78827$ usd,154.0,15918.0,"Serrano Trail, 20600"
1196392809ID,iRetrophone,Technology,Technology,USD,2012-03-19,25000.0,2012-02-18 04:30:03,608.53,failed,10,US,66503$ usd,608.53,25000.0,"Lauren Hill, 12586"
132991120ID,Muertos Prismatic Playing Cards (Relaunch),Playing Cards,Games,CAD,2017-05-23,5000.0,2017-05-03 23:10:21,2186.0,canceled,36,CA,56104$ usd,1623.35,3713.06,"Emily Prairie, 08035"
139023050ID,Westburn & Granite Scotland. Grooming + Lifestyle For Men,Crafts,Crafts,GBP,2015-09-19,500.0,2015-08-20 20:18:02,18.0,failed,2,GB,79406$ usd,27.32,758.83,"Kristin Lights, 51618"
1481891049ID,B4KEDBEANS: Catching Them All - Season 1,Performance Art,Art,USD,2016-09-09,50000.0,2016-07-11 16:13:24,0.0,failed,0,US,74773$ usd,0.0,50000.0,"Hall Fort, 21335"
1684254929ID,Rideout: One Last Summit,Documentary,Film & Video,USD,2014-09-23,60000.0,2014-08-24 00:34:04,62762.29,successful,59,US,96586$ usd,62762.29,60000.0,"Morrison Square, 25932"
498159218ID,The Heroes of Echo Company,Comics,Comics,USD,2013-04-03,5000.0,2013-02-02 00:11:30,632.0,failed,32,US,75620$ usd,632.0,5000.0,"Eddie Circles, 28417"
1920675206ID,Wayne Watches - Social Business - Affordable Watches,Accessories,Fashion,EUR,2017-10-15,25000.0,2017-09-11 12:10:30,10406.0,failed,74,FR,68468$ usd,12297.77,29544.89,"Jason Mission, 96085"
1426556853ID,Made in Carroll Show: Season Two,Video,Journalism,USD,2017-09-30,5000.0,2017-08-29 11:51:35,5095.0,successful,37,US,79613$ usd,5095.0,5000.0,"Matthew Mountain, 60033"
332303172ID,Below the Trees | The Beginning of a Feature Film,Horror,Film & Video,USD,2017-09-14,5500.0,2017-08-15 16:00:45,5646.0,successful,79,US,86915$ usd,5646.0,5500.0,"Glover Curve, 44161"
1633095672ID,Cover Art and Marketing for Indie Author,Fiction,Publishing,USD,2013-02-17,500.0,2013-01-03 19:43:20,655.0,successful,19,US,59885$ usd,655.0,500.0,"Michael Underpass, 03133"
1830324871ID,Relax24 -24 Hour Nature Videos -Relaxation Meditation 4k 7.1,Documentary,Film & Video,CAD,2014-11-21,37000.0,2014-10-21 08:55:50,32.0,canceled,3,CA,94276$ usd,28.42,32859.68,"Jorge Place, 59373"
1250257943ID,People for the Ethical Treatment of Robots,Accessories,Fashion,USD,2016-03-31,10000.0,2016-03-01 03:28:19,2.0,failed,2,US,98627$ usd,2.0,10000.0,"Jason Village, 72920"
1933677967ID,Book Makes,Crafts,Crafts,GBP,2014-02-13,700.0,2014-01-14 03:05:41,20.0,failed,2,GB,55595$ usd,33.42,1169.61,"Anderson Springs, 38233"
475347718ID,Everybody Needs To Know - Joe Savala Debut Album,Jazz,Music,USD,2014-08-06,3500.0,2014-07-07 18:16:13,460.0,failed,12,US,86466$ usd,460.0,3500.0,"Cole Meadows, 86729"
622094305ID,The Europe tour (Canceled),Photobooks,Photography,DKK,2014-12-31,22000.0,2014-11-12 20:12:26,5.0,canceled,1,DK,89847$ usd,0.81,3559.47,"Hansen Row, 08768"
579518590ID,"Urban farming project w/Aquaponics, every little bit helps",Community Gardens,Food,USD,2015-06-11,75000.0,2015-05-12 04:19:57,0.0,failed,0,US,88177$ usd,0.0,75000.0,"Jamie Springs, 36496"
1899699539ID,Writing Swashbuckling Historical Fiction Book,Fiction,Publishing,GBP,2017-02-23,1500.0,2017-01-24 05:35:50,0.0,failed,0,GB,72914$ usd,0.0,1883.19,"Kelly Curve, 77074"
1546006555ID,Shanin's Succulent Salsa! (Canceled),Farms,Food,USD,2014-08-07,10000.0,2014-07-08 21:49:35,0.0,canceled,0,US,87679$ usd,0.0,10000.0,"Williams Radial, 55776"
1037325751ID,Canto III - The Armory Show,Sculpture,Art,USD,2015-03-04,12000.0,2015-02-06 01:11:08,12336.0,successful,60,US,79212$ usd,12336.0,12000.0,"Young Wall, 62644"
521183662ID,Homer's Chicken & Waffles,Restaurants,Food,CAD,2015-04-08,8500.0,2015-02-07 08:38:23,125.0,failed,3,CA,51976$ usd,98.7,6711.94,"Bruce Falls, 59869"
925615966ID,Harmonia Tactics (Canceled),Video Games,Games,USD,2015-04-22,25000.0,2015-03-23 13:06:39,1724.0,canceled,64,US,85223$ usd,1724.0,25000.0,"Chapman Bridge, 36421"
85248941ID,Creating a Ceramics Gallery,Art,Art,USD,2013-09-02,20000.0,2013-08-13 19:55:10,20995.0,successful,121,US,97690$ usd,20995.0,20000.0,"Mary Rue, 58251"
1209182818ID,Beautiful Small Machines are Yes!,Music,Music,USD,2011-12-21,17000.11,2011-11-16 01:10:32,17901.77,successful,160,US,72407$ usd,17901.77,17000.11,"Shelby Oval, 30663"
931553117ID,1 of 52 - Deck of Cards based Personality Jewelry,Jewelry,Fashion,USD,2014-11-13,30000.0,2014-10-14 04:16:37,13462.0,failed,44,US,56874$ usd,13462.0,30000.0,"Clements Estate, 13098"
2105276411ID,A TASTE OF HOME,Food,Food,USD,2015-09-06,10000.0,2015-08-07 23:28:41,0.0,failed,0,US,62099$ usd,0.0,10000.0,"David Fords, 90756"
494475725ID,Help Open a Sloppy Joe Food Truck,Food Trucks,Food,USD,2017-04-27,20000.0,2017-02-26 16:21:32,5.0,failed,1,US,54877$ usd,5.0,20000.0,"Ryan Flat, 10273"
1903100924ID,RETENTION: Remembering The Man My Father Was,Narrative Film,Film & Video,USD,2013-11-30,37000.0,2013-10-21 22:13:03,25.0,failed,1,US,67575$ usd,25.0,37000.0,"Washington Stream, 63844"
818945492ID,131washington --- Help build a creative space in Maine!,Art,Art,USD,2012-01-06,5000.0,2011-12-06 02:27:22,5772.66,successful,95,US,60142$ usd,5772.66,5000.0,"Shane Summit, 28376"
583947260ID,I Wonder: A Cross Curricular Textbook,Publishing,Publishing,USD,2013-07-11,1200.0,2013-06-11 01:57:20,0.0,failed,0,US,52028$ usd,0.0,1200.0,"Brown Turnpike, 38840"
99872968ID,Publishing an Eco-adventure book to educate children,Children's Books,Publishing,GBP,2017-11-28,3000.0,2017-09-29 15:17:07,11.0,failed,2,GB,93983$ usd,14.84,4046.4,"Diana Port, 66278"
1813696137ID,Dynasty Playing Cards by Brendan Hong,Playing Cards,Games,CAD,2016-04-08,25678.0,2016-03-06 18:59:35,28957.0,successful,352,CA,66687$ usd,22141.76,19634.5,"Taylor Drives, 28809"
1206170087ID,NEW! Clothing Line & (You Get a Shirt!),Fashion,Fashion,USD,2010-08-01,4000.0,2010-06-11 10:58:47,205.0,failed,5,US,69753$ usd,205.0,4000.0,"Walton Stream, 78385"
762227771ID,Fruitee T-shirt Wear: A Shirt For All Food Lovers,Apparel,Fashion,USD,2017-11-20,600.0,2017-10-21 10:14:14,0.0,failed,0,US,69075$ usd,0.0,600.0,"Hines Hills, 06627"
516087832ID,Wisconsin State Park Plein Air Painting Project,Painting,Art,USD,2012-06-23,5000.0,2012-05-24 06:09:14,5886.0,successful,59,US,79429$ usd,5886.0,5000.0,"Kathryn Tunnel, 54114"
232743919ID,VentureTopia - Open-World RPG Game!,Video Games,Games,EUR,2015-11-20,200.0,2015-09-28 18:10:51,100.0,failed,10,NL,64572$ usd,106.88,213.76,"Kayla Mount, 11213"
2037499042ID,GATEWAY,Narrative Film,Film & Video,USD,2010-10-31,20000.0,2010-09-11 01:20:19,1200.0,failed,25,US,75400$ usd,1200.0,20000.0,"Hooper Expressway, 58035"
1075639643ID,UK and Ireland Tour 2013,Country & Folk,Music,USD,2013-10-15,3000.0,2013-09-30 23:05:16,5288.0,successful,54,US,92015$ usd,5288.0,3000.0,"Phillips Springs, 79935"
700275299ID,Dream Weaver Activity and learning Center,Games,Games,USD,2015-03-01,27000.0,2015-01-30 21:52:10,2.0,failed,2,US,57167$ usd,2.0,27000.0,"Michelle Keys, 14233"
48746369ID,The Revolution of Virtual Marketplace,Web,Technology,USD,2016-01-13,30000.0,2015-12-08 04:15:06,0.0,failed,0,US,85526$ usd,0.0,30000.0,"Miller Fall, 00790"
1969384302ID,Sports & Fun Themed Bandanas & Doo Rags,Ready-to-wear,Fashion,USD,2014-08-08,1000.0,2014-07-09 23:17:28,15.0,failed,2,US,78282$ usd,15.0,1000.0,"Catherine Haven, 95166"
267484967ID,The Book App (Canceled),Apps,Technology,USD,2015-09-02,50000.0,2015-07-04 18:44:32,0.0,canceled,0,US,95646$ usd,0.0,50000.0,"Ronald Well, 82428"
50006534ID,"Pre-order Rob Heiliger's ""Crazy Is Forever"" on vinyl LP!",Music,Music,USD,2017-07-01,5000.0,2017-05-30 03:51:44,40.0,failed,2,US,58162$ usd,40.0,5000.0,"Anderson Haven, 18505"
313655392ID,Rock Commentaries,Academic,Publishing,USD,2015-05-12,4000.0,2015-04-12 16:39:21,0.0,failed,0,US,80591$ usd,0.0,4000.0,"Smith Ferry, 11173"
513221610ID,Firestarter: Let's make a new album! (Canceled),Rock,Music,USD,2014-05-14,11000.0,2014-04-10 01:16:03,255.0,canceled,5,US,76695$ usd,255.0,11000.0,"Christian Stravenue, 57732"
602641278ID,Hand Habits -- A Night of Dance Theater,Performances,Dance,USD,2017-06-03,2000.0,2017-05-04 08:09:05,2180.0,successful,35,US,91428$ usd,2180.0,2000.0,"Ruiz Bridge, 60007"
1757503335ID,ALEX+ | Perfect Posture In 21 Days,Wearables,Technology,USD,2017-06-08,30000.0,2017-05-09 23:00:12,15449.0,failed,246,US,57883$ usd,15449.0,30000.0,"Donovan Road, 16910"
1275908832ID,Don The Suits,Playing Cards,Games,USD,2015-06-21,15000.0,2015-05-21 02:58:53,466.0,failed,18,US,82671$ usd,466.0,15000.0,"Ricky Extensions, 11280"
772813882ID,TBHT - The One Direction Where We Are Tour Web Series,Webseries,Film & Video,USD,2014-06-04,5000.0,2014-05-05 18:48:15,750.0,failed,9,US,93380$ usd,750.0,5000.0,"Moyer Corners, 60280"
706551830ID,USA Soccer Ball T-Shirt,Apparel,Fashion,USD,2014-08-21,3000.0,2014-07-02 23:35:13,0.0,failed,0,US,94358$ usd,0.0,3000.0,"Garner Burg, 52633"
989185350ID,World War 3 (Canceled),Playing Cards,Games,USD,2014-08-15,1000.0,2014-06-16 08:44:03,0.0,canceled,0,US,85869$ usd,0.0,1000.0,"Rich Drive, 51602"
1206459290ID,Rhythm Metal Gaming Dice,Tabletop Games,Games,USD,2014-02-13,7000.0,2014-01-04 16:17:55,33208.75,successful,559,US,52292$ usd,33208.75,7000.0,"Terri Mews, 66609"
1791344876ID,The Stalwart Pencil: Industrial Strength Craftmanship,Product Design,Design,USD,2014-10-11,49.0,2014-09-16 21:13:01,1326.0,successful,25,US,80494$ usd,1326.0,49.0,"Norton Glens, 55871"
105756370ID,MENTAL | Edinburgh Festival Fringe 2017,Theater,Theater,GBP,2017-07-06,3991.0,2017-06-07 11:25:00,4296.0,successful,100,GB,96562$ usd,5540.44,5147.09,"Ashley Skyway, 73340"
1366167899ID,Call For Help,Shorts,Film & Video,USD,2012-03-23,4000.0,2012-02-28 12:32:36,4006.0,successful,31,US,85885$ usd,4006.0,4000.0,"Baldwin Drive, 95269"
1750325630ID,Review - Short Film,Comedy,Film & Video,NZD,2014-08-27,2500.0,2014-07-28 21:59:19,3100.0,successful,46,NZ,71039$ usd,2595.45,2093.1,"Dunn Station, 63869"
1322976307ID,Squadron : A Battle Through Time,Video Games,Games,GBP,2013-06-23,4500.0,2013-04-24 20:32:50,60.99,failed,7,GB,84303$ usd,93.06,6866.56,"Graham Flats, 35205"
443226514ID,OUT OF THIS WORLD SPACE AGE PLAYING CARDS DECK (Canceled),Games,Games,USD,2013-02-23,6625.0,2013-01-19 03:02:20,246.0,canceled,16,US,97265$ usd,246.0,6625.0,"Michael Fords, 38218"
472003649ID,Busi Base,Apps,Technology,USD,2016-04-23,150000.0,2016-03-29 23:35:02,2.0,failed,2,US,52382$ usd,2.0,150000.0,"Jenkins Plain, 19848"
28105307ID,"""My ______ is sick"" (Canceled)",Children's Books,Publishing,USD,2014-11-06,200.0,2014-10-07 01:17:08,0.0,canceled,0,US,54040$ usd,0.0,200.0,"Margaret Manor, 94792"
995796047ID,Digital Project: Keep the movies coming to Hudson Cinema.,Theater,Theater,USD,2013-11-12,60000.0,2013-09-13 15:18:31,20577.8,failed,75,US,95577$ usd,20577.8,60000.0,"Sara Expressway, 45090"
408006500ID,George Orwell on Screen,Nonfiction,Publishing,GBP,2017-05-02,2000.0,2017-04-02 12:50:39,378.0,failed,12,GB,94126$ usd,489.11,2587.89,"Nancy Freeway, 40643"
1109333250ID,"""The Regulars"" Documentary",Documentary,Film & Video,USD,2013-12-31,5000.0,2013-11-18 15:58:06,795.0,failed,16,US,56379$ usd,795.0,5000.0,"Frederick Rapid, 88603"
989911256ID,Happy Rainbow Cloud Enamel Pin,Accessories,Fashion,GBP,2017-08-05,215.0,2017-07-06 18:20:18,343.0,successful,33,GB,60248$ usd,445.19,279.05,"Coleman Glens, 23097"
1679502237ID,"""Dark Dayz Bright Nightz"" Tour 2015 (Canceled)",Hip-Hop,Music,USD,2015-03-20,25000.0,2015-02-03 21:06:33,0.0,canceled,0,US,66964$ usd,0.0,25000.0,"Nicolas Crescent, 81602"
618077230ID,Tic Tac Chat (Canceled),Apps,Technology,SEK,2016-04-03,215000.0,2016-03-09 16:15:02,0.0,canceled,0,SE,94156$ usd,0.0,26289.72,"Cook Mountains, 97191"
1088499482ID,Wild Alaskan Adventure by Steven Davis Photography,Animals,Photography,USD,2014-07-27,5500.0,2014-05-28 19:20:54,1785.0,failed,32,US,83250$ usd,1785.0,5500.0,"Adam Plain, 37940"
517828057ID,Restoration of Burroughs: The Movie by Howard Brookner,Film & Video,Film & Video,USD,2012-12-31,20000.0,2012-11-28 23:44:30,21360.0,successful,283,US,62647$ usd,21360.0,20000.0,"Rios Via, 73799"
644238059ID,Dragonwing: Keep Girls in Sports with The Racer Bra and Cami,Apparel,Fashion,USD,2016-12-19,18692.0,2016-11-02 05:03:11,20603.0,successful,294,US,85074$ usd,20603.0,18692.0,"Gillespie Avenue, 04033"
1492658891ID,Help us get John Scott/Valda Setterfield's Lear to Edinburgh,Performances,Dance,EUR,2017-08-05,6000.0,2017-07-07 06:11:15,6582.82,successful,129,IE,82125$ usd,7744.68,7058.99,"Ingram Bridge, 64138"
1305756457ID,Yoga Action Figures:  3D Yogis and Yoginis,Games,Games,USD,2015-05-05,15000.0,2015-03-18 05:11:04,721.0,failed,20,US,88731$ usd,721.0,15000.0,"Russell Coves, 30659"
1001714289ID,HoodRatz,Shorts,Film & Video,USD,2012-06-26,800.0,2012-05-30 23:40:22,1072.0,successful,18,US,52192$ usd,1072.0,800.0,"Bell Squares, 02622"
1032904224ID,Smile's the Word,Apparel,Fashion,USD,2016-04-29,300.0,2016-02-29 03:19:34,460.0,successful,8,US,51810$ usd,460.0,300.0,"Chang Mission, 03398"
1284264690ID,Magazine Edition of The Adventures of Buddy the Ball,Children's Books,Publishing,USD,2017-05-21,7500.0,2017-04-21 21:29:46,1087.0,failed,16,US,54822$ usd,1087.0,7500.0,"Wayne Springs, 71812"
119031003ID,Childrens Story through the eyes of an animal,Children's Books,Publishing,USD,2015-07-17,6000.0,2015-06-17 21:04:57,0.0,failed,0,US,61440$ usd,0.0,6000.0,"Martin Lake, 33041"
858935391ID,BLOOD STRIPES: GROUND ZERO - A Powerful Film Based on 9/11,Narrative Film,Film & Video,USD,2013-11-17,100000.0,2013-10-03 01:06:14,25.0,failed,1,US,51587$ usd,25.0,100000.0,"Fisher Station, 98783"
338020329ID,"Bring Eric Hofbauer back to ""Is This Jazz?""!",Jazz,Music,USD,2012-09-20,350.0,2012-08-21 11:54:08,370.0,successful,12,US,63644$ usd,370.0,350.0,"Price Stream, 90308"
1717293745ID,Psycho Cupcakes Storefront Fund,Small Batch,Food,USD,2016-09-08,20000.0,2016-08-09 21:41:19,50.0,failed,1,US,53350$ usd,50.0,20000.0,"James Walk, 52273"
588238951ID,Two Hundred Feet,Metal,Music,USD,2016-03-16,5000.0,2016-01-16 23:04:52,5310.0,successful,36,US,74301$ usd,5310.0,5000.0,"Davila Canyon, 38001"
